unit_id	code	base	unit_idx	block_start	block_end	n_blocks	slice	status
P3.C.2f6b56db.u0	C	2f6b56db-f146-4079-b23b-65f9755911ce	0	0	636	636	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__2f6b56db-f146-4079-b23b-65f9755911ce__u0.blocks.jsonl	done
P3.C.2f8eee46.u0	C	2f8eee46-2595-4a8d-a1d3-6726e216102f	0	0	270	270	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__2f8eee46-2595-4a8d-a1d3-6726e216102f__u0.blocks.jsonl	done
P3.C.3169106b.u0	C	3169106b-5a63-42e7-9997-f7c57a05550b	0	0	134	134	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__3169106b-5a63-42e7-9997-f7c57a05550b__u0.blocks.jsonl	done
P3.C.3327ceb5.u0	C	3327ceb5-d6ab-48c4-ad82-67c41e60b351	0	0	483	483	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__3327ceb5-d6ab-48c4-ad82-67c41e60b351__u0.blocks.jsonl	done
P3.C.3327ceb5.u1	C	3327ceb5-d6ab-48c4-ad82-67c41e60b351	1	483	1147	664	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__3327ceb5-d6ab-48c4-ad82-67c41e60b351__u1.blocks.jsonl	done
P3.C.3327ceb5.u2	C	3327ceb5-d6ab-48c4-ad82-67c41e60b351	2	1147	1697	550	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__3327ceb5-d6ab-48c4-ad82-67c41e60b351__u2.blocks.jsonl	done
P3.C.34fbfb2f.u0	C	34fbfb2f-741d-4b44-ba8c-aa9b28ab6f9a	0	0	657	657	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__34fbfb2f-741d-4b44-ba8c-aa9b28ab6f9a__u0.blocks.jsonl	done
P3.C.373d8fec.u0	C	373d8fec-39a7-450b-a648-3df04e21bb28	0	0	496	496	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__373d8fec-39a7-450b-a648-3df04e21bb28__u0.blocks.jsonl	done
P3.C.3a446d62.u0	C	3a446d62-4a98-42d0-a225-643aaef6cce0	0	0	5	5	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__3a446d62-4a98-42d0-a225-643aaef6cce0__u0.blocks.jsonl	done
P3.C.3a506496.u0	C	3a506496-4622-46d9-9ec0-11e909ea6fdd	0	0	192	192	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__3a506496-4622-46d9-9ec0-11e909ea6fdd__u0.blocks.jsonl	done
P3.C.44213247.u0	C	44213247-5190-46d8-9bb4-41f274328155	0	0	23	23	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__44213247-5190-46d8-9bb4-41f274328155__u0.blocks.jsonl	done
P3.C.49e38849.u0	C	49e38849-af53-455d-8588-b2fd42836ea4	0	0	64	64	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__49e38849-af53-455d-8588-b2fd42836ea4__u0.blocks.jsonl	done
P3.C.49eecc56.u0	C	49eecc56-d6c1-4fb8-af0b-86ea5862f3d5	0	0	373	373	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__49eecc56-d6c1-4fb8-af0b-86ea5862f3d5__u0.blocks.jsonl	done
P3.C.4b73e14e.u0	C	4b73e14e-d47a-446d-88f7-7830a83d0049	0	0	3	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__4b73e14e-d47a-446d-88f7-7830a83d0049__u0.blocks.jsonl	done
P3.C.4e229c07.u0	C	4e229c07-e9e8-4ca8-b6fe-2824286b1a1b	0	0	48	48	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__4e229c07-e9e8-4ca8-b6fe-2824286b1a1b__u0.blocks.jsonl	done
P3.C.4e8e244f.u0	C	4e8e244f-3e9d-4a64-8bb5-31db6c198800	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__4e8e244f-3e9d-4a64-8bb5-31db6c198800__u0.blocks.jsonl	done
P3.C.4ebffa9c.u0	C	4ebffa9c-ffa3-482c-97e5-b3bafac62c66	0	0	10	10	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__4ebffa9c-ffa3-482c-97e5-b3bafac62c66__u0.blocks.jsonl	done
P3.C.507e1672.u0	C	507e1672-294b-4f08-9db5-b76f5b4f12dd	0	0	283	283	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__507e1672-294b-4f08-9db5-b76f5b4f12dd__u0.blocks.jsonl	done
P3.C.5116a0c7.u0	C	5116a0c7-9381-416f-8255-c530b6a4958a	0	0	635	635	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5116a0c7-9381-416f-8255-c530b6a4958a__u0.blocks.jsonl	done
P3.C.5116a0c7.u1	C	5116a0c7-9381-416f-8255-c530b6a4958a	1	635	1282	647	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5116a0c7-9381-416f-8255-c530b6a4958a__u1.blocks.jsonl	done
P3.C.5116a0c7.u2	C	5116a0c7-9381-416f-8255-c530b6a4958a	2	1282	1987	705	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5116a0c7-9381-416f-8255-c530b6a4958a__u2.blocks.jsonl	done
P3.C.5116a0c7.u3	C	5116a0c7-9381-416f-8255-c530b6a4958a	3	1987	2126	139	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5116a0c7-9381-416f-8255-c530b6a4958a__u3.blocks.jsonl	done
P3.C.53ad0a8d.u0	C	53ad0a8d-1559-452d-ae71-f62621215c5b	0	0	170	170	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__53ad0a8d-1559-452d-ae71-f62621215c5b__u0.blocks.jsonl	done
P3.C.53ad0a8d.u1	C	53ad0a8d-1559-452d-ae71-f62621215c5b	1	170	521	351	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__53ad0a8d-1559-452d-ae71-f62621215c5b__u1.blocks.jsonl	done
P3.C.53ad0a8d.u2	C	53ad0a8d-1559-452d-ae71-f62621215c5b	2	521	653	132	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__53ad0a8d-1559-452d-ae71-f62621215c5b__u2.blocks.jsonl	done
P3.C.53ad0a8d.u3	C	53ad0a8d-1559-452d-ae71-f62621215c5b	3	653	867	214	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__53ad0a8d-1559-452d-ae71-f62621215c5b__u3.blocks.jsonl	done
P3.C.5428381a.u0	C	5428381a-2fc0-406f-9aa7-f9bb15e41a1b	0	0	735	735	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5428381a-2fc0-406f-9aa7-f9bb15e41a1b__u0.blocks.jsonl	done
P3.C.5428381a.u1	C	5428381a-2fc0-406f-9aa7-f9bb15e41a1b	1	735	1588	853	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5428381a-2fc0-406f-9aa7-f9bb15e41a1b__u1.blocks.jsonl	done
P3.C.5428381a.u2	C	5428381a-2fc0-406f-9aa7-f9bb15e41a1b	2	1588	1675	87	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5428381a-2fc0-406f-9aa7-f9bb15e41a1b__u2.blocks.jsonl	done
P3.C.5706c400.u0	C	5706c400-97a2-4203-b280-81b908c3fe4d	0	0	342	342	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5706c400-97a2-4203-b280-81b908c3fe4d__u0.blocks.jsonl	done
P3.C.5c1ede59.u0	C	5c1ede59-cf31-44b1-8321-2e8ae3fb4ddb	0	0	612	612	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5c1ede59-cf31-44b1-8321-2e8ae3fb4ddb__u0.blocks.jsonl	done
P3.C.5c7671d8.u0	C	5c7671d8-9fd1-4b6a-b511-e9159c0aaf41	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5c7671d8-9fd1-4b6a-b511-e9159c0aaf41__u0.blocks.jsonl	done
P3.C.5dfe7cdf.u0	C	5dfe7cdf-2dff-49b6-a023-556ef9f5b8a3	0	0	605	605	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5dfe7cdf-2dff-49b6-a023-556ef9f5b8a3__u0.blocks.jsonl	done
P3.C.5dfe7cdf.u1	C	5dfe7cdf-2dff-49b6-a023-556ef9f5b8a3	1	605	1324	719	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5dfe7cdf-2dff-49b6-a023-556ef9f5b8a3__u1.blocks.jsonl	done
P3.C.5dfe7cdf.u2	C	5dfe7cdf-2dff-49b6-a023-556ef9f5b8a3	2	1324	1622	298	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5dfe7cdf-2dff-49b6-a023-556ef9f5b8a3__u2.blocks.jsonl	done
P3.C.5e2939ac.u0	C	5e2939ac-00ed-4e94-aab5-f715b5287ed0	0	0	558	558	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5e2939ac-00ed-4e94-aab5-f715b5287ed0__u0.blocks.jsonl	done
P3.C.5e2939ac.u1	C	5e2939ac-00ed-4e94-aab5-f715b5287ed0	1	558	1240	682	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5e2939ac-00ed-4e94-aab5-f715b5287ed0__u1.blocks.jsonl	done
P3.C.5eb51ee1.u0	C	5eb51ee1-ff7f-4e55-bec9-69301a25d4ca	0	0	431	431	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5eb51ee1-ff7f-4e55-bec9-69301a25d4ca__u0.blocks.jsonl	done
P3.C.5fcf08a5.u0	C	5fcf08a5-6f94-4122-80e3-d6b4eda2c6e6	0	0	303	303	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__5fcf08a5-6f94-4122-80e3-d6b4eda2c6e6__u0.blocks.jsonl	done
P3.C.60db8048.u0	C	60db8048-875e-4c9f-b80f-321b65203639	0	0	3	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__60db8048-875e-4c9f-b80f-321b65203639__u0.blocks.jsonl	done
P3.C.60f1e6fd.u0	C	60f1e6fd-3450-4295-ac46-7c54b341d28a	0	0	488	488	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__60f1e6fd-3450-4295-ac46-7c54b341d28a__u0.blocks.jsonl	done
P3.C.6341abe3.u0	C	6341abe3-9d46-4dbd-8ada-bfac6dc49a1b	0	0	451	451	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6341abe3-9d46-4dbd-8ada-bfac6dc49a1b__u0.blocks.jsonl	done
P3.C.659b47bf.u0	C	659b47bf-e1e6-4820-a5a5-8439ab3f9617	0	0	201	201	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__659b47bf-e1e6-4820-a5a5-8439ab3f9617__u0.blocks.jsonl	done
P3.C.68cc5929.u0	C	68cc5929-518c-446d-84f0-dc42e258f2ba	0	0	505	505	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__68cc5929-518c-446d-84f0-dc42e258f2ba__u0.blocks.jsonl	done
P3.C.68cc5929.u1	C	68cc5929-518c-446d-84f0-dc42e258f2ba	1	505	921	416	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__68cc5929-518c-446d-84f0-dc42e258f2ba__u1.blocks.jsonl	done
P3.C.68cc5929.u2	C	68cc5929-518c-446d-84f0-dc42e258f2ba	2	921	1316	395	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__68cc5929-518c-446d-84f0-dc42e258f2ba__u2.blocks.jsonl	done
P3.C.694f2eb9.u0	C	694f2eb9-aa8b-4dbc-abea-470812352ab4	0	0	27	27	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__694f2eb9-aa8b-4dbc-abea-470812352ab4__u0.blocks.jsonl	done
P3.C.6d498666.u0	C	6d498666-029d-4a0f-acec-87545c72ad7e	0	0	442	442	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6d498666-029d-4a0f-acec-87545c72ad7e__u0.blocks.jsonl	done
P3.C.6dbf5aa0.u0	C	6dbf5aa0-b539-4ef6-b682-fa1d381dee13	0	0	91	91	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6dbf5aa0-b539-4ef6-b682-fa1d381dee13__u0.blocks.jsonl	done
P3.C.6ef2d4ca.u0	C	6ef2d4ca-13a0-4884-b32f-d64eda1c0f31	0	0	3	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6ef2d4ca-13a0-4884-b32f-d64eda1c0f31__u0.blocks.jsonl	done
P3.C.6fd3b9fd.u0	C	6fd3b9fd-5e5a-433b-9c3e-640eecab34ff	0	0	724	724	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6fd3b9fd-5e5a-433b-9c3e-640eecab34ff__u0.blocks.jsonl	done
P3.C.6fd3b9fd.u1	C	6fd3b9fd-5e5a-433b-9c3e-640eecab34ff	1	724	1512	788	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6fd3b9fd-5e5a-433b-9c3e-640eecab34ff__u1.blocks.jsonl	done
P3.C.6fd3b9fd.u2	C	6fd3b9fd-5e5a-433b-9c3e-640eecab34ff	2	1512	2304	792	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6fd3b9fd-5e5a-433b-9c3e-640eecab34ff__u2.blocks.jsonl	done
P3.C.6fd3b9fd.u3	C	6fd3b9fd-5e5a-433b-9c3e-640eecab34ff	3	2304	2673	369	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6fd3b9fd-5e5a-433b-9c3e-640eecab34ff__u3.blocks.jsonl	done
P3.C.6fd3b9fd.u4	C	6fd3b9fd-5e5a-433b-9c3e-640eecab34ff	4	2673	2683	10	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__6fd3b9fd-5e5a-433b-9c3e-640eecab34ff__u4.blocks.jsonl	done
P3.C.7035d9ce.u0	C	7035d9ce-9933-48a2-a509-c3d27802340b	0	0	8	8	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__7035d9ce-9933-48a2-a509-c3d27802340b__u0.blocks.jsonl	done
P3.C.70f3b26a.u0	C	70f3b26a-005f-4fb2-9461-c9958da7315b	0	0	730	730	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__70f3b26a-005f-4fb2-9461-c9958da7315b__u0.blocks.jsonl	done
P3.C.70f3b26a.u1	C	70f3b26a-005f-4fb2-9461-c9958da7315b	1	730	1600	870	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__70f3b26a-005f-4fb2-9461-c9958da7315b__u1.blocks.jsonl	done
P3.C.70f3b26a.u2	C	70f3b26a-005f-4fb2-9461-c9958da7315b	2	1600	1615	15	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__70f3b26a-005f-4fb2-9461-c9958da7315b__u2.blocks.jsonl	done
P3.C.7408019a.u0	C	7408019a-7dea-4c5c-ae0a-2a736b179576	0	0	61	61	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__7408019a-7dea-4c5c-ae0a-2a736b179576__u0.blocks.jsonl	done
P3.C.74587bb1.u0	C	74587bb1-2452-4718-9ddb-91dcf04506c7	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__74587bb1-2452-4718-9ddb-91dcf04506c7__u0.blocks.jsonl	done
P3.C.75adee94.u0	C	75adee94-a48c-4f26-a744-a1d6754142e4	0	0	536	536	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__75adee94-a48c-4f26-a744-a1d6754142e4__u0.blocks.jsonl	done
P3.C.75adee94.u1	C	75adee94-a48c-4f26-a744-a1d6754142e4	1	536	933	397	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__75adee94-a48c-4f26-a744-a1d6754142e4__u1.blocks.jsonl	done
P3.C.76327556.u0	C	76327556-4f2b-4a98-8b7f-e5a3a9a96525	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__76327556-4f2b-4a98-8b7f-e5a3a9a96525__u0.blocks.jsonl	done
P3.C.7a154dcd.u0	C	7a154dcd-fd72-4ad7-b610-d17ab8ae0798	0	0	334	334	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__7a154dcd-fd72-4ad7-b610-d17ab8ae0798__u0.blocks.jsonl	done
P3.C.7c9bff32.u0	C	7c9bff32-d857-49b6-8b93-600a47ed789d	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__7c9bff32-d857-49b6-8b93-600a47ed789d__u0.blocks.jsonl	done
P3.C.7dde3f08.u0	C	7dde3f08-0f78-4eeb-b9b8-1741f7e3bd73	0	0	535	535	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__7dde3f08-0f78-4eeb-b9b8-1741f7e3bd73__u0.blocks.jsonl	done
P3.C.7dde3f08.u1	C	7dde3f08-0f78-4eeb-b9b8-1741f7e3bd73	1	535	627	92	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__7dde3f08-0f78-4eeb-b9b8-1741f7e3bd73__u1.blocks.jsonl	done
P3.C.80d71c59.u0	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	0	0	505	505	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u0.blocks.jsonl	done
P3.C.80d71c59.u1	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	1	505	1145	640	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u1.blocks.jsonl	done
P3.C.80d71c59.u2	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	2	1145	1653	508	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u2.blocks.jsonl	done
P3.C.80d71c59.u3	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	3	1653	2054	401	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u3.blocks.jsonl	done
P3.C.80d71c59.u4	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	4	2054	2689	635	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u4.blocks.jsonl	done
P3.C.80d71c59.u5	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	5	2689	3269	580	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u5.blocks.jsonl	done
P3.C.80d71c59.u6	C	80d71c59-cc25-47fa-8d7c-b82269a2c152	6	3269	3351	82	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__80d71c59-cc25-47fa-8d7c-b82269a2c152__u6.blocks.jsonl	done
P3.C.858a8291.u0	C	858a8291-7461-40ff-a0a2-a5e18427eba5	0	0	652	652	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__858a8291-7461-40ff-a0a2-a5e18427eba5__u0.blocks.jsonl	done
P3.C.858a8291.u1	C	858a8291-7461-40ff-a0a2-a5e18427eba5	1	652	1012	360	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__858a8291-7461-40ff-a0a2-a5e18427eba5__u1.blocks.jsonl	done
P3.C.8b3685dc.u0	C	8b3685dc-ac91-4fe9-aba8-948f47e7a7d4	0	0	214	214	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__8b3685dc-ac91-4fe9-aba8-948f47e7a7d4__u0.blocks.jsonl	done
P3.C.9189ced3.u0	C	9189ced3-3878-45ee-8f80-71642092f498	0	0	48	48	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__9189ced3-3878-45ee-8f80-71642092f498__u0.blocks.jsonl	done
P3.C.92a2a5fc.u0	C	92a2a5fc-cf99-472e-b8bf-5f001168fe3a	0	0	491	491	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__92a2a5fc-cf99-472e-b8bf-5f001168fe3a__u0.blocks.jsonl	done
P3.C.92a2a5fc.u1	C	92a2a5fc-cf99-472e-b8bf-5f001168fe3a	1	491	631	140	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__92a2a5fc-cf99-472e-b8bf-5f001168fe3a__u1.blocks.jsonl	done
P3.C.94aba610.u0	C	94aba610-3d8d-44e6-a2f1-851adf205f85	0	0	231	231	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__94aba610-3d8d-44e6-a2f1-851adf205f85__u0.blocks.jsonl	done
